"authors.keyword: Descending",Count
"WALTER J. MURPHY",657
"Wolfgang Voelter",657
"Yan Luo",657
"C. Petridou",656
"Erkang Wang",656
"Fan Liu",656
"Haworth Editorial Submission",656
"J. Morris",656
"Ji Wang",656
"P. Müller",656
"Z. Lin",656
"D. Cline",655
"Jing Xiao",655
"Leo Radom",655
"Mukesh Kumar",655
"P. Davies",655
"Tian Tian",655
"Jin Zhu",654
"Li Peng",654
"R. Anderson",654
"R. Levy",654
"Wei Jia",654
"B. Johansson",653
"C. Schneider",653
"D. Raoult",653
"Guoqiang Li",653
"Hong He",653
"Li Yao",653
"R. Hughes",653
"W. Greiner",653
"Yukio Imanishi",653
"Zhao Li",653
"Akhlesh Lakhtakia",652
"Colin L. Masters",652
"H. S. Kim",652
"Harold Joseph Highland",652
"Hui Ma",652
"Jun Deng",652
"Kazuo Watanabe",652
"N. Shimizu",652
"S. Burke",652
"Wei Hong",652
"Zhiwei Wang",652
"I. M. Kolthoff",651
"J. Cao",651
"K. Chan",651
"Kenneth R. Tucker",651
"M. Ando",651
"M. Margoni",651
"T. Kodama",651
"T. Tuuva",651
"Wei Xue",651
"Xiaoyuan Chen",651
"G. Klein",650
"G. Weimann",650
"H. Hofmann",650
"H. Schmitt",650
"H. Schröder",650
"Helmut Sies",650
"Hermann Brenner",650
"J. Paul",650
"K.H. Lee",650
"L. Malgeri",650
"M. Kobel",650
"N. Shah",650
"Wei Zhong",650
"William E. Acree",650
"Xun Li",650
"Yi Jin",650
"Andreas Fischer",649
"David Clark",649
"Haitao Zhang",649
"Marye Anne Fox",649
"T Nakamura",649
"W. De Boer",649
"B. Jackson",648
"Bruce R. Hopkins",648
"Heinrich Vahrenkamp",648
"J. Schwartz",648
"Jian Hu",648
"Jonathan L. Sessler",648
"K. Tsuchiya",648
"Lin Jiang",648
"Makoto Kiso",648
"R. Wilkinson",648
"Ting Yu",648
"Y. Han",648
"Yue Sun",648
"Kun Zhao",647
"Lin Huang",647
"M. Santosh",647
"Qiang Shen",647
"S. Miller",647
"Wei Fang",647
"Xin Wu",647
"Akira Matsumoto",646
"H. Nguyen",646
"Jin He",646
"L. Feng",646
"Michael F. Lappert",646
"Michael Weber",646
"Mike Mitka",646
"T. Tsukamoto",646
"W. Johnson",646
"W. Maier",646
"Ying Lin",646
"Bo Han",645
"M. Goldstein",645
"P. Teixeira-Dias",645
"C. Fischer",644
"Charles Mioskowski",644
"Fernando Albericio",644
"Hans Georg von Schnering",644
"Hiroshi Ishikawa",644
"John A. Katzenellenbogen",644
"Akio Yamamoto",643
"C. Bacci",643
"J. S. Lee",643
"John Anderson",643
"Rajeev Kumar",643
"Sanjay Sharma",643
"Teruo Matsuura",643
"Wenbo Wang",643
"D. Bertrand",642
"Eben Alexander",642
"H Tanaka",642
"Jin Zhao",642
"Jing Dong",642
"John I. Brauman",642
"Lei Cao",642
"M. Hayakawa",642
"M. Okamoto",642
"Peter Coles",642
"S. Nishimura",642
"Toshio Goto",642
"Yue Yang",642
"Bo Xiao",641
"G.A. Somorjai",641
"H. Nowak",641
"Hiroshi Harada",641
"J. Jia",641
"J. Kumar",641
"Karen Birchard",641
"Michael L. Klein",641
"Q. Zhou",641
"Quan Wang",641
"T. Kawamura",641
"Y. Morita",641
"Y. Yoshimura",641
"A. Ranieri",640
"George M. Sheldrick",640
"Jean Fischer",640
"Kiyoshi Tanaka",640
"M. Nakayama",640
"P. Bertrand",640
"P. Mandel",640
"Qun Chen",640
"Rinaldo Bellomo",640
"Tingting Liu",640
"W. Funk",640
"Bert L. Vallee",639
"H. Thomas",639
"Haifeng Wang",639
"Jianmin Chen",639
"K. Jones",639
"K. Yamauchi",639
"M. Fuchs",639
"Manfred Regitz",639
"N. Inoue",639
"Niall O'Loughlin",639
"R. Baker",639
"S. Mishra",639
"T. Schmidt",639
"Xiaoli Li",639
"A. Andreazza",638
"A. Antonelli",638
"Bin Liang",638
"Chong Zhang",638
"H. Guo",638
"Jie Cheng",638
"M. Nakagawa",638
"M. Paganoni",638
"T. Meyer",638
"T. Tsuchiya",638
"A. Paul",637
"Andreas Herrmann",637
"C. Weber",637
"Hartzell V. Schaff",637
"Junjie Zhang",637
"M. Muller",637
"Rui Sun",637
"S. Stapnes",637
"T. Ohno",637
"Y. Oka",637
"D. Kuhn",636
"Gang Zheng",636
"P. Ioannou",635
"SATOSHI OMURA",635
"W. Weber",635
"A. K. Sharma",634
"Bin Yao",634
"Bing Zhao",634
"Haibo Zhang",634
"Jack M. Williams",634
"Jian Guo",634
"Jie Wei",634
"K. TANAKA",634
"Ko Okumura",634
"Milton L. Lee",634
"Qing Zhu",634
"Tom J. Mabry",634
"Andrew J. P. White",633
"Brian F. G. Johnson",633
"David Green",633
"H. YAMAMOTO",633
"H. Yasuda",633
"Klaus Harms",633
"Q. Jiang",633
"S. Miyazaki",633
"S. Taylor",633
"Xiao-Zeng You",633
"Yao Yao",633
"A. Rosowsky",632
"H. Fukuda",632
"Mihai Gheorghiade",632
"R. Moore",632
"Shengming Ma",632
"Y. Imai",632
"Yasuo Suzuki",632
"D. Kisielewska",631
"David Zurakowski",631
"Derek H.R. Barton",631
"G. Burnstock",631
"G. Landi",631
"I. Lindau",631
"Jeffrey L. Fox",631
"Jianhua Liu",631
"Kenji Yamamoto",631
"MARC S. REISCH",631
"Meredith Wadman",631
"P. Meyer",631
"S. Ueno",631
"T. Müller",631
"V. Chiarella",631
"Xudong Wang",631
"B. Weber",630
"Fumiaki Marumo",630
"Ge Wang",630
"J. Leonard",630
"Peter A. Kollman",630
"Pu Wang",630
"S. Murakami",630
"W. O. Carver",630
"Abba J. Kastin",629
"Bernt Krebs",629
"Chong Li",629
"H. Masuda",629
"K. Ando",629
"Koichi Suzuki",629
"Paul G. Gassman",629
"S. Campbell",629
"S. Simon",629
"Wei Gu",629
"E. Kim",628
"G. Watts",628
"Jing Tang",628
"John M. Pezzuto",628
"Michael Bolte",628
"R. Graham Cooks",628
"Solomon H. Snyder",628
"Ulrich Müller",628
"Xin Yao",628
"A. Lipniacka",627
"E. De Clercq",627
"Gang Zhou",627
"Gerd N. La Mar",627
"Hideyuki Okano",627
"Jia Guo",627
"Jie Cao",627
"Jie Liang",627
"Masahiro Yoshimura",627
"Stephen V. Faraone",627
"B. Kaplan",626
"E. Meyer",626
"F. Parodi",626
"Herbert Schumann",626
"J. Moore",626
"Lei Jin",626
"Masaaki Ito",626
"Peter Nijkamp",626
"Scott R. Wilson",626
"Thomas Schmidt",626
"Wei Gong",626
"Xian Li",626
"Xiao Ma",626
"C.H. Chen",625
"Chuan Wang",625
"David M. Grant",625
"E. Vlasov",625
"Hailong Wang",625
"I. Watanabe",625
"J. Olsen",625
"L. Bugge",625
"R. Marshall",625
"Y. Matsui",625
"Ying Tang",625
"C. Caso",624
"DAVID J. HANSON",624
"H Chen",624
"J. Marks",624
"M. Martini",624
"N. H. March",624
"Nan Wu",624
"Ning Zhao",624
"P. Spillantini",624
"Sheng Xu",624
"Song Chen",624
"Y. Harada",624
"Zhaohui Wang",624
"A. Wang",623
"David M. Hercules",623
"H. Kawamura",623
"Minh Tho Nguyen",623
"R. A. KERR",623
"Roy Porter",623
"S. Nakai",623
"Takashi Tanaka",623
"Wenjun Li",623
"A. Vorobyev",622
"Can Wang",622
"J. Marx",622
"M. Tyndel",622
"Ryozo Nagai",622
"Y. Du",622
"Antonio Tiripicchio",621
"Fred Morady",621
"Hao Tang",621
"Hyun Kim",621
"L. Sawyer",621
"P. Yang",621
"R. Nagarajan",621
"S. Costantini",621
"Stephen Hanessian",621
"Y. Miura",621
"A. Farilla",620
"Graham Smith",620
"I. L. Knunyants",620
"Jun Xiao",620
"K. Richter",620
"L. I. Zakharkin",620
"Lihua Zhang",620
"P. Paufler",620
"Shanshan Wang",620
"U. Schmidt",620
"W. Yu",620
"Y. Nakajima",620
"Akira Shimizu",619
"G.M. Chen",619
"Heng Wang",619
"Koji Hashimoto",619
"Robert H. Crabtree",619
"U. M. Dzhemilev",619
"David Lewis",618
"Kai Yu",618
"M. Friedrich",618
"M. Mayer",618
"M. Takeuchi",618
"Toshitaka Nabeshima",618
"Vincenzo Barone",618
"C. H. Chen",617
"G. Alverson",617
"G. Miller",617
"I. Pop",617
"L. Bianchini",617
"M. Fincke-Keeler",617
"Qiang He",617
"Quan Zhang",617
"R. Schwarz",617
"T. TANAKA",617
"Xiaoli Liu",617
"Y. Goto",617
"Yuan Yang",617
"D. Son",616
"J. Jakupovic",616
"J. Pearce",616
"J.Y. Lee",616
"Jian Lin",616
"M. Schwarz",616
"R. Gross",616
"Takashi Nakano",616
"A. Kyriakis",615
"David J. Miller",615
"Fumie Sato",615
"G. Coignet",615
"Melvyn Rowen Churchill",615
"O. M. Nefedov",615
"S. Weber",615
"T. Furukawa",615
"T. Lenz",615
"Tao Zhu",615
"Weidong Li",615
"F. Richard",614
"H. J. Kim",614
"M. Erdmann",614
"MICHAEL MCCOY",614
"Malcolm Dean",614
"Michael J. S. Dewar",614
"Richard C. Larock",614
"S. Takagi",614
"Soo-Jin Park",614
"T. Harada",614
"W. Taylor",614
"Xiaoling Zhang",614
"Claudio Ronco",613
"David Scott",613
"F. Wu",613
"G. Calderini",613
"G. Eckerlin",613
"Hiroshi Masuhara",613
"J. A. Emerton",613
"John L. Markley",613
"Marjorie A. Hoy",613
"Peng Hu",613
"Quan Liu",613
"R. Horisberger",613
"Robert Plomin",613
"V. Innocente",613
"Wolfgang Pfleiderer",613
"A. Seiden",612
"F. Peter Guengerich",612
"G. Bencivenni",612
"G. Huber",612
"J. Howard",612
"J.M. Polak",612
"K. Srinivasan",612
"P. Juillot",612
"S. Adachi",612
"Weihua Li",612
"Y. Oren",612
"A. Green",611
"Ashwani Kumar",611
"H. Nishimura",611
"Jun Kimura",611
"Ling Zhou",611
"M. Fujii",611
"Masatoshi Fujishima",611
"Ning Yang",611
"Renji Okazaki",611
"Rong Yang",611
"X. Han",611
"Xiaohui Li",611
"David F. Penson",610
"G. Thompson",610
"J. Koch",610
"L. Guo",610
"Masatoshi Makuuchi",610
"Thomas E. Starzl",610
"A. Davis",609
"B. Esposito",609
"D. Das",609
"H. Shibata",609
"Hans Paulsen",609
"Hitomi Suzuki",609
"J. Adams",609
"Jonathan I. Epstein",609
"M. Campbell",609
"M. Finger",609
"M. Kaufmann",609
"P. B. Armentrout",609
"P. Williams",609
"Pan Wang",609
"Virgil Percec",609
"A. Gonzalez",608
"Atsushi Kato",608
"D. Pitzl",608
"Emanuel Vogel",608
"Hiroshi Ono",608
"Isamu Nagata",608
"J. Gonzalez",608
"J. WALSH",608
"K. S. Jayaraman",608
"K. Yoshikawa",608
"M. Yu. Antipin",608
"Minoru Suzuki",608
"Thomas A Angerpointner",608
"Ye Chen",608
"Ye Yuan",608
"Zhiqiang Li",608
"B. Zhao",607
"Daniel Levy",607
"Fei Yan",607
"John C. Kelleher",607
"M. Cattaneo",607
"Ronald C. Petersen",607
"Vikas Kumar",607
"Gang Lu",606
"Han Li",606
"Hiroshi Kawaguchi",606
"J. Voigt",606
"K. Nomura",606
"Li Su",606
"M. Walter",606
"S. Schwarz",606
"Shu Li",606
"T. Koyama",606
"T. Morimoto",606
"Yong Qin",606
"Arthur J. Moss",605
"Barry Halliwell",605
"F. Bauer",605
"Hideki Masuda",605
"T. Sawada",605
"A. Nilsson",604
"Ara Darzi",604
"Bin Luo",604
"E. Schneider",604
"Galen D. Stucky",604
"Hiroyuki Ito",604
"Ira Pastan",604
"J. Stewart",604
"Kunio Ogasawara",604
"A. Costa",603
"Fang Yuan",603
Herzfeld,603
"Hongyan Li",603
"S. Terada",603
"T. Shimada",603
"Tomas Hökfelt",603
"Z. Hajduk",603
"A. Jackson",602
"A. Saha",602
"Hiroo Inokuchi",602
"Toshikazu Takata",602
"Tracy Hampton",602
"W. Trischuk",602
"Yoshiharu Doi",602
"Zhigang Zhang",602
"A. Brandt",601
"C. Lacasta",601
"Dawei Wang",601
"E. Glenn Hinson",601
"F. Pierre",601
"Fumio Toda",601
"George Ferguson",601
"Gerald E. Hanks",601
"Glenn P. A. Yap",601
"H. Rykaczewski",601
"J. W. Mayer",601
"John Lee",601
"M. Hauschild",601
PB,601
"S. Majumdar",601
"Serge Krupp",601
"T. Lohse",601
"Wei Yao",601
"Y. Nishimura",601
"Yoshihisa Watanabe",601
"Zhen Zhao",601
"Alan P. Kozikowski",600
"C. Sciacca",600
"D. Francis",600
"Fang Huang",600
"Fang Xu",600
"Fred C. Anson",600
"J. Fernández",600
"J. M. Smith",600
"Kazuo Tsubota",600
"Pankaj Kumar",600
"Richard Jones",600
"Rolf Huisgen",600
"T. Miura",600
"Tomoji Kawai",600
"X. Zheng",600
"Yu Hu",600
"Akira Mori",599
"C. Klein",599
"D. Hill",599
"G. Abstreiter",599
"J. Du",599
"J.-H. Lee",599
"John C. Morris",599
"L. Cerrito",599
"M. Gonzalez",599
"Murray F. Brennan",599
"Xinyu Liu",599
"F. Scholz",598
"Haiyan Zhang",598
"Herbert Y. Meltzer",598
"Hua Wu",598
"J. Wotschack",598
"Junji Konishi",598
"Liu Liu",598
"T Yamamoto",598
"X. Luo",598
"Alan J. Lough",597
"Eberhardt Herdtweck",597
"F. Djama",597
"G. Lenzen",597
"H. Ji",597
"J.A. Stockman, III",597
"J.S. Yadav",597
"Lili Liu",597
"Qiang Yang",597
"S. Guha",597
"Toyoaki Murohara",597
"Yi Zeng",597
"Zhiguo Zhang",597
"J. Drees",596
"J. Weiss",596
"N. Ahmad",596
"P. Spagnolo",596
"R. Mankel",596
"T. Jones",596
"T. Nakada",596
"Wen Xu",596
"A. Artamonov",595
"Cheng Cheng",595
"Clifford A. Bunton",595
"Hajime Nawata",595
"Hiizu Iwamura",595
"Kirsten Folting",595
"M. Kawai",595
"M. Paul",595
"R. Hoffmann",595
"S Lee",595
"S. Rao",595
"Xue Liu",595
"Zhong Zhang",595
"Bin Dong",594
"Dai-Zheng Liao",594
"J. Cook",594
"Jie Lin",594
"K. Stephens",594
"Koichi Hirata",594
"M. Sakamoto",594
"Maurice Shamma",594
"R. J. SMITH",594
"Shoji Tanaka",594
"Y. Okumura",594
"Y. Park",594
"Yoshito Ikada",594
"A. Chandra",593
"A. Larsson",593
"Bo Mattiasson",593
"C. Yu",593
"D. Dutta",593
"David J. Kupfer",593
"G. Rizzo",593
"G. Vegni",593
"G. W.",593
"G.J. Bobbink",593
"H. Keller",593
"Hiroshi Iwasaki",593
"Hiroshi Nakajima",593
"K. Sugiyama",593
"Michael Lewis",593
"Min Gao",593
"P. Schleper",593
"Shigetake Sasayama",593
"Takayuki Otsu",593
"Yuhua Wang",593
"A. Gil",592
"A. Gilbert",592
"ANN M. THAYER",592
"Akira Endo",592
"David N. Herndon",592
"F. Fontanelli",592
"G. Eigen",592
"Hagop Kantarjian",592
"J. Su",592
"K. Takagi",592
"K. Yagi",592
"Lan Li",592
"Qiong Liu",592
"Roberta O. Day",592
"T. Saitoh",592
"Todd H. Baron",592
"Toshikazu Nakamura",592
"Y. Fan",592
"Aaron B. Caughey",591
"Ashish Kumar",591
"Bernd W. Scheithauer",591
"Carl W. Cotman",591
"G. Ciapetti",591
"Michael J. Welch",591
"Nathan Seppa",591
"Richard A. Bartsch",591
"T. Morita",591
"V. Petrov",591
"Wei Su",591
"Yan Hu",591
"Charles B. Nemeroff",590
"Frank Seela",590
"Haifeng Zhang",590
"Klaus Brodersen",590
"Li Xiao",590
"Li Xie",590
"Liming Wang",590
"M. A. Khan",590
"Meng Yang",590
"N. Mori",590
"Qin Yang",590
"S. Shah",590
"Shaul Mukamel",590
"Bill J. Leonard",589
"Dong Zhao",589
"E. Johnson",589
"Jing Fang",589
"L. Dobrzynski",589
"M.G. Bissell",589
"Qun Li",589
"S. Choudhury",589
"Takashi Yoshimoto",589
"V. Nikolaenko",589
"X. Tang",589
"Yoshiyuki Suzuki",589
"A.M. Bradshaw",588
"C. Riccardi",588
"F. A. COTTON",588
"F. Giordano",588
"G. Kainz",588
"George P. Chrousos",588
"George W. Kabalka",588
"Hugo A. Katus",588
"Kai Wu",588
"M. Gross",588
"M. Nguyen",588
"Min Song",588
"Minoru Tanaka",588
"Qing Ye",588
"R.Y. Zhu",588
"S.W. Lee",588
"Xiaolin Li",588
"A. Böhm",587
"Akira Okada",587
"B. Ille",587
"D. Wolf",587
"J. Perez",587
"Jost B. Jonas",587
"Satya Prakash",587
"Y. Sirois",587
"Zvi Rappoport",587
"Damià Barceló",586
"Feng Yu",586
"H. Takeuchi",586
"H.F. Chen",586
"J. A. Gladysz",586
"K. Endo",586
"M. Ishida",586
"M. M. WALDROP",586
"R. Becker",586
"Salim Yusuf",586
"Y. Yao",586
"A. Fernandez",585
"Arndt Simon",585
"C. Goy",585
"Carolyn B. Knobler",585
"D. J. Williams",585
"Feng Ye",585
"Frank J. Gonzalez",585
"H. Budzikiewicz",585
"H.-J. Freund",585
"MICHAEL R. COHEN",585
"Peter Thomas",585
"S. Ye",585
"Zhenyu Wang",585
"A. Hofmann",584
"B. Pietrzyk",584
"D. Reid",584
"David J. Greenblatt",584
"Hao Guo",584
"Karl-Erik Andersson",584
"Kazuhiro Yamamoto",584
"L. Foà",584
"M. Antonelli",584
"S Suzuki",584
"Stanley I. Rapoport",584
"Bo Jin",583
"Donald J. Cram",583
"Eizi Hirota",583
"Gloria B. Lubkin",583
"J. Stark",583
"Janine Cossy",583
"Jing Zheng",583
"Liang Yang",583
"Liping Liu",583
"M. Lefebvre",583
"M. Yamauchi",583
"Michael P. Doyle",583
"R. B. King",583
"R. Bauer",583
"U. Landgraf",583
"William B. Bean",583
"Y.H. Kim",583
"A. Santos",582
"C. Feng",582
"Fuu-Jen Tsai",582
"Lawrence Que",582
"M. Choi",582
"Meng Chen",582
"N. S. Zefirov",582
"Pei Zhang",582
"R. Mount",582
"William R. Roush",582
"A. Mohammadi",581
"D. Chakraborty",581
"H. Richter",581
"Joanna Burger",581
"Jun Ni",581
"Liang Dong",581
"Liang Zhu",581
"Rudi van Eldik",581
"S. H. Lin",581
"Sidney M. Hecht",581
"U. Goerlach",581
"W. Lang",581
"Xiaolong Wang",581
"A. Blondel",580
"Alexander S. Shashkov",580
"Amit Gupta",580
"Bing Sun",580
"D. Walker",580
"Daniel W. Armstrong",580
"Dieter Fenske",580
"G. Iacobucci",580
"George Davey Smith",580
"Guang Chen",580
"I. Cohen",580
"Michael Thompson",580
"R. Gokieli",580
"David Bradley",579
"H. Lehmann",579
"Jin Yu",579
"K. Ueno",579
"Liang Huang",579
"M. Evans",579
"M. Fukushima",579
"P. Hagenmuller",579
"P. Weilhammer",579
"Q. Zhao",579
"T. Hirai",579
"Z. Liang",579
"Zheng Yang",579
"Zhigang Li",579
"A.C. König",578
"B. Borgia",578
"Chun Chen",578
"D. Schneider",578
"David Thomas",578
"F. Korte",578
"H. Temkin",578
"Henry I. Yamamura",578
"Jerald S. Bradshaw",578
"K. Kojima",578
"Lin Yuan",578
"Markus W. Büchler",578
"Xiuli Wang",578
"Yoshiki Chujo",578
"F. Odorici",577
"George Christou",577
"J.K. Kim",577
"Jing Yan",577
"L. Köpke",577
"Masanobu Hidai",577
"Patrick C. Walsh",577
"T. Ohshima",577
"Takeshi Miyano",577
"W. Zimmermann",577
"A. Yamada",576
"Angiola Chiesi-Villa",576
"Claudio Toniolo",576
"H. Nakayama",576
"J. Richardson",576
"Jun Feng",576
"K.M. REESE",576
"Kenji Takahashi",576
"S. Nilsson",576
"S. Ono",576
"Thomas F. George",576
"B. Wu",575
"D. Acosta",575
"David Sharp",575
"G. Becker",575
"Henry Rapoport",575
"Hiroshi Takeuchi",575
"Kazuhiro Takahashi",575
"M. Schubert",575
"Min Xiao",575
"Peter G. Waterman",575
"Robert A. Kyle",575
"S. Cho",575
"A. Young",574
"B. Hong",574
"B. Rossmann",574
"Carlos A. Perez",574
"M. Takagi",574
"M. Zhao",574
"R. Arnold",574
"Scott E. Denmark",574
"Tetsuji Kametani",574
"U. Behrens",574
"J. Fang",573
"K. Lübelsmeyer",573
"K. Machner",573
"M Sato",573
"N. Yassine",573
"P. Hoffmann",573
"Pierre Braunstein",573
"S. Kluth",573
"Sergio Tufik",573
"W. Wallraff",573
"William N. Lipscomb",573
"C. Claeys",572
"F. Scuri",572
"Hiroaki Okamoto",572
"Hisao Ogawa",572
"J. Yoo",572
"Jie Jiang",572
"Liang Liang",572
"Noboru Mataga",572
Riss,572
"S.X. Dou",572
"Sakae Uemura",572
"Takeshi Kimura",572
"Xiaoping Chen",572
"Zheng Zhou",572
"D. Simon",571
"Eugene H. Courtiss",571
"Gang Feng",571
"Hiroshi Sugiyama",571
"Hongwei Li",571
"Jerome P. Richie",571
"K. Brodersen",571
"Kang Wang",571
"Koji Suzuki",571
"Markku Kulmala",571
"N. Zaghba",571
"R. Huber",571
"Richard F. Edlich",571
"Ronald T. Borchardt",571
"S. Chauhan",571
"Xia Wu",571
"Xin Hu",571
"Yanli Wang",571
"Yun Xu",571
"Han Liu",570
"Hao Feng",570
"Hiroyuki Yoshida",570
"J. Andrew McCammon",570
"J. Kelly",570
"James P. Collman",570
"Masahiro Irie",570
"R Smith",570
"R. Nicolaidou",570
"A. V. Ivanov",569
"A. Yamaguchi",569
"Andrea Scozzafava",569
"Bernard P. Roques",569
"Dong Zhou",569
"J. Conway",569
"K. Kubota",569
"Kefa Cen",569
"Keith O. Hodgson",569
"Koji Kato",569
"Roland Hetzer",569
"YU. T. STRUCHKOV",569
"Z. Fisk",569
"Cheng Lu",568
"Chun Liu",568
"David Crich",568
"George W Holcomb",568
"Hiroki Takahashi",568
"Hongyu Zhang",568
"J.-H. Kim",568
"Javed Iqbal",568
"K. Yokoyama",568
"M. Arneodo",568
"Paras N. Prasad",568
"S. Anderson",568
"S. Maruyama",568
"S. Wasserbaech",568
"Weiwei Wang",568
"Xiaoping Zhang",568
"Yoshiki Sawa",568
"Z. Jiang",568
"   , ",568
"A. Becker",567
"C.Y. Chang",567
"Daryle H. Busch",567
"G. Passaleva",567
"Gang Sun",567
"H. Martin",567
"Markus Antonietti",567
"Tomas L. Griebling",567
"Toshio Fukuda",567
"Toshio Sato",567
"William M. Mendenhall",567
"Yoshio Yazaki",567
"Craig Niederberger",566
"David R. Jones",566
"Ehsan Masood",566
"Guy Bertrand",566
"H. Benjelloun",566
"J. King",566
"J. Werner",566
"James C. W. Chien",566
"M. Andersson",566
"M. Hamon",566
"Mario Plebani",566
"Rebecca Voelker",566
"S. Miura",566
"S. Okamoto",566
"S. Werner",566
"A. Pizzi",565
"Burke A. Cunha",565
"C. Markou",565
"D. Barberis",565
"Dietrick E. Thomsen",565
"J. Cuevas",565
"J. Krolikowski",565
"J.G. Branson",565
"Jianguo Zhang",565
"Masaki Kitajima",565
"Melitta Schachner",565
"N. Zhang",565
"S.J. Lee",565
"Shuai Chen",565
"Takeshi Saito",565
"A. Sen",564
"D. Pandoulas",564
"Dan Zhu",564
"Dietmar Schomburg",564
"Eduardo Bruera",564
"Fang Yu",564
"Gerald Pattenden",564
"Hans Jörnvall",564
"J. L. Strominger",564
"J. Muller",564
"Jin Won Kim",564
"Jing Cao",564
"K. Okumura",564
"Lijun Yang",564
"M. Shibata",564
"Norio Hayashi",564
"PATRICIA L. LAYMAN",564
"Stephen G. Davies",564
"Yue Hu",564
"Ernest Wenkert",563
"Fei Han",563
"H. Wahlen",563
"J. D. Winefordner",563
"Ji Chen",563
"Jianwei Zhang",563
"Jun Zou",563
"Junfeng Wang",563
"K. Mizuno",563
"Kenner C. Rice",563
"Kun Huang",563
"L Li",563
"Louis Lasagna",563
"M. Sannino",563
"Meng Xu",563
"R. Hauser",563
"R. Nisius",563
"Robert Bublak",563
"Satoshi Sasaki",563
"Xiao Xu",563
"Yan Dong",563
"Yoshihisa Inoue",563
"Zhi Zhang",563
"Di Li",562
"Fritz Stern",562
"H. A. Scheraga",562
"Kenji Ikeda",562
"M. Strauss",562
"S. Kitamura",562
"T. Sano",562
"W. Arnold",562
"Yiu-Wing Mai",562
"Ernest R. Davidson",561
"K. Yoshimura",561
"Kentaro Yamaguchi",561
"Kun Zhou",561
"Ling Jiang",561
"P. Campana",561
"P. Gagnon",561
"S. Shin",561
"Teizo Kitagawa",561
"U. Zimmermann",561
"Xiang Zhao",561
"Yuichi Sato",561
"Bin Lin",560
"Carl J. Pepine",560
"Chao Zhao",560
"David W. Johnson",560
"Donald J. Darensbourg",560
"Feng Jin",560
"H. Chang",560
"H. Goto",560
"H. Kawai",560
"Jean'ne M. Shreeve",560
"Michael T. Bowers",560
"N. Ellis",560
"Peter Williams",560
"S.-H. Lee",560
"Shou-Dong Lee",560
"Xiao Xiao",560
"Y. Maruyama",560
"Yi Feng",560
"A. Koch",559
"Aiqin Wang",559
"F. Koch",559
"Friederike Klein",559
"H. Cohen",559
"Jian Kang",559
"Kikuo Nomoto",559
"M. Yu",559
"R. D'Alessandro",559
"S. Bose",559
"S. R. Bloom",559
"T. Oka",559
"Timothy Clark",559
"Wen Zhou",559
"Alexis T. Bell",558
"Liejin Guo",558
"M. Frederick Hawthorne",558
"N. Sakai",558
"Paul A. Grieco",558
"Ting Xu",558
"Y. Ohashi",558
"Ying Xiong",558
"Yong Luo",558
"B. Monemar",557
"H. Yamazaki",557
"Hu Li",557
"J. González",557
"Jan B. F. N. Engberts",557
"K. TAKAHASHI",557
"M. Zimmermann",557
"Murray Goodman",557
"Neal G. Copeland",557
"S. Shibata",557
"S. Zhao",557
